isla,fecha,numero_casos,ia_7dias,ia_14dias,pcr_total,pcr_positivos,pcr_porcentaje_positivos,pcr_porcentaje_positivos_7dias,Urg_ingr,Urg_cv,HPT_cv19,HPT_nocv19,CCR_cv19,CCR_nocv19,CSR_cv19,CSR_nocv19,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin,hrMedia,hrMax,hrMin
LA GOMERA,2021-01-16,0,23.064858381769536,59.9686317926008,25,0,0.0,2.45183887915937,3,0,0,22,0,0,0,0,16.8,0.0,13.6,19.9,34.0,3.9,10.8,8.7,1000.5,997.3,59.0,75.0,52.0
GRAN CANARIA,2021-01-16,152,101.6924190054949,174.04599068871482,2162,183,8.464384828862165,7.759727993955421,83,15,95,1509,29,62,0,3,18.0,0.0,15.5,20.6,2.0,8.6,13.3,8.7,1021.6,1018.7,60.0,69.0,48.0
LANZAROTE,2021-01-16,53,392.781043822042,539.111236618489,616,63,10.227272727272728,12.702960840496656,7,5,28,132,5,2,0,2,17.2,0.0,13.8,20.6,3.0,5.8,15.0,7.3,1024.0,1021.9,60.0,77.0,50.0
LA PALMA,2021-01-16,0,9.585659852860122,35.94622444822546,164,0,0.0,3.52233676975945,5,0,0,140,0,4,0,0,18.5,0.0,16.5,20.5,33.0,5.3,11.7,3.5,1022.5,1019.8,62.0,76.0,46.0
TENERIFE,2021-01-16,34,53.628888094386845,122.01110484124555,1237,53,4.284559417946645,5.557215416791157,88,3,95,1452,29,53,0,12,19.0,0.0,16.8,21.2,9.0,3.1,10.3,6.2,1023.1,1020.1,59.0,65.0,51.0
FUERTEVENTURA,2021-01-16,16,99.388634617312,188.75488591186985,276,17,6.159420289855072,7.105156313438895,15,3,3,80,1,1,0,0,18.4,0.0,16.5,20.4,99.0,8.9,13.9,6.7,1023.2,1020.5,64.0,70.0,53.0
LA GOMERA,2021-01-17,0,0.0,55.35566011624689,3,0,0.0,1.688555347091933,1,0,0,21,0,0,0,0,17.8,0.0,13.2,22.5,23.0,2.8,9.7,9.4,1000.9,998.0,65.0,75.0,56.0
EL HIERRO,2021-01-17,0,125.59433031308872,287.0727550013456,2,0,0.0,5.397727272727273,1,0,2,9,0,0,0,0,18.6,0.0,17.0,20.3,99.0,4.2,11.7,5.6,1023.5,1021.0,60.0,70.0,52.0
FUERTEVENTURA,2021-01-17,9,87.69585407409882,198.777269234624,131,9,6.870229007633588,6.25,7,3,6,80,0,2,0,0,17.3,0.0,14.8,19.8,99.0,5.0,10.8,6.1,1023.9,1020.7,66.0,81.0,58.0
LANZAROTE,2021-01-17,51,387.0048520011296,552.5890175339512,742,55,7.412398921832884,12.521246458923512,18,8,24,145,9,1,0,0,16.7,0.0,13.3,20.1,5.0,3.9,8.9,8.2,1025.0,1021.9,69.0,87.0,59.0
LA PALMA,2021-01-17,0,4.792829926430061,32.35160200340291,39,2,5.128205128205129,2.350813743218807,10,0,0,139,0,6,0,0,18.8,0.0,16.9,20.6,29.0,4.2,10.8,1.8,1022.6,1019.7,61.0,69.0,48.0
TENERIFE,2021-01-17,32,49.42903541229631,116.73436685605488,811,54,6.658446362515413,5.478048395995901,130,5,98,1520,27,56,0,13,18.0,0.0,15.3,20.6,6.0,2.5,7.5,6.2,1023.0,1020.6,58.0,73.0,52.0
GRAN CANARIA,2021-01-17,81,106.71859603680096,184.449008265139,1338,96,7.174887892376682,7.975949000289771,112,9,106,1511,31,65,0,3,17.7,0.0,15.5,19.9,99.0,5.8,11.4,8.9,1022.1,1019.1,61.0,73.0,54.0
LA PALMA,2021-01-18,0,3.594622444822546,28.756979558580365,132,7,5.303030303030303,2.332657200811359,11,0,0,137,0,5,0,0,17.8,0.0,16.2,19.3,27.0,4.2,7.8,0.6,1022.1,1019.6,64.0,72.0,58.0
GRAN CANARIA,2021-01-18,127,104.0301757642419,184.21523258926436,2028,163,8.037475345167653,7.728354120106697,238,11,100,1566,29,65,0,22,17.4,0.0,14.9,19.8,5.0,3.6,7.2,9.6,1021.7,1019.3,70.0,80.0,59.0
FUERTEVENTURA,2021-01-18,17,89.36625129455784,196.27167340393547,267,21,7.865168539325842,6.252554147936248,14,1,5,83,0,1,0,0,16.0,0.0,12.5,19.6,32.0,3.1,6.1,9.5,1023.9,1021.2,73.0,86.0,62.0
EL HIERRO,2021-01-18,1,71.7681887503364,278.1017314075536,58,2,3.448275862068965,4.067796610169491,0,0,2,7,0,0,0,0,17.7,0.0,15.8,19.6,99.0,3.6,8.3,8.4,1023.4,1020.9,65.0,71.0,60.0
LANZAROTE,2021-01-18,116,385.0794547274921,572.4847893615382,773,130,16.81759379042691,12.078806849567298,24,10,33,144,9,1,0,1,16.0,0.0,11.7,20.3,99.0,3.6,6.1,9.6,1025.0,1022.5,72.0,91.0,61.0
LA GOMERA,2021-01-18,0,0.0,55.35566011624689,43,4,9.30232558139535,1.711026615969582,5,0,0,24,0,0,0,0,16.6,0.0,13.3,20.0,21.0,3.1,8.3,9.7,1000.6,997.8,60.0,77.0,53.0
TENERIFE,2021-01-18,45,46.09069097268589,114.90366184078466,1671,83,4.967085577498504,5.254852453842513,283,11,102,1622,27,71,0,17,17.2,0.0,14.0,20.5,10.0,3.1,6.4,9.1,1022.8,1020.4,66.0,75.0,57.0
EL HIERRO,2021-01-19,8,80.73921234412846,170.449448282049,32,9,28.125,4.430379746835443,3,2,4,8,0,0,0,0,17.6,0.0,14.5,20.8,35.0,3.1,8.9,6.3,1022.9,1019.7,67.0,74.0,58.0
LANZAROTE,2021-01-19,88,403.69162837265424,633.4557030267246,882,101,11.45124716553288,12.33684963347041,20,1,32,125,9,1,0,1,15.8,0.0,11.9,19.8,15.0,2.8,5.8,9.4,1024.8,1021.1,73.0,89.0,58.0
LA PALMA,2021-01-19,1,2.39641496321503,27.558772076972847,155,5,3.225806451612903,3.083700440528634,16,0,0,138,0,4,0,0,17.5,0.0,15.2,19.8,26.0,1.9,7.2,3.3,1021.6,1018.0,63.0,74.0,58.0
LA GOMERA,2021-01-19,0,0.0,36.903773410831256,18,0,0.0,2.696078431372549,1,1,1,18,0,0,0,0,16.4,0.0,13.3,19.4,24.0,2.8,8.3,9.8,1000.6,997.0,70.0,80.0,62.0
GRAN CANARIA,2021-01-19,139,107.41992306442506,190.6440636758186,2757,177,6.420021762785637,7.753020884263463,226,15,108,1581,27,64,0,20,16.799999999999997,0.0,13.65,19.9,5.0,2.8,13.9,6.3,1021.5,1017.6,72.0,84.0,60.0
FUERTEVENTURA,2021-01-19,17,96.88303878662346,206.2940567266896,390,27,6.923076923076923,6.622788975730153,16,1,4,83,0,1,0,0,16.4,0.0,13.2,19.5,99.0,3.3,6.7,8.4,1023.5,1019.5,69.0,81.0,62.0
TENERIFE,2021-01-19,56,45.12149419989576,107.25777618877368,2310,93,4.025974025974026,5.299391610630804,234,11,102,1646,26,64,0,15,17.4,0.0,14.1,20.8,27.0,2.5,5.3,8.3,1022.4,1019.2,69.0,78.0,56.0
LA GOMERA,2021-01-20,0,0.0,36.903773410831256,24,1,4.166666666666667,3.384615384615385,1,0,0,16,0,0,0,0,15.8,0.0,12.7,19.0,29.0,1.9,6.1,9.8,998.6,996.4,72.0,81.0,64.0
FUERTEVENTURA,2021-01-20,25,94.37744295593492,198.777269234624,584,40,6.849315068493151,6.535947712418301,21,1,4,81,0,1,0,0,15.2,0.0,10.9,19.6,99.0,2.5,5.8,9.9,1021.3,1018.9,74.0,87.0,62.0
LA PALMA,2021-01-20,1,3.594622444822546,23.964149632150303,130,3,2.307692307692308,3.236607142857143,22,0,0,146,0,5,0,0,17.8,0.0,15.2,20.4,99.0,2.5,6.1,9.4,1019.8,1017.0,64.0,80.0,56.0
GRAN CANARIA,2021-01-20,167,106.83548387473832,195.31957719331265,2770,191,6.895306859205777,7.398552168426646,196,7,111,1568,25,73,0,19,16.2,0.0,12.4,20.0,36.0,2.8,9.7,8.3,1019.4,1017.3,71.0,84.0,60.0
TENERIFE,2021-01-20,58,43.18310065431551,102.6271693854431,2135,84,3.934426229508197,4.999605709328917,255,6,97,1655,24,56,0,13,17.9,0.0,14.4,21.4,27.0,2.2,7.2,7.5,1020.2,1018.3,67.0,81.0,56.0
EL HIERRO,2021-01-20,0,134.56535390688077,233.24661343859336,59,8,13.559322033898304,7.317073170731708,0,0,4,7,0,0,0,0,18.8,0.0,14.9,22.7,30.0,4.7,14.4,9.1,1021.3,1018.8,61.0,73.0,49.0
LANZAROTE,2021-01-20,76,381.2286601802172,676.4562421379611,858,85,9.906759906759907,11.732949433147382,29,6,28,125,10,2,0,1,15.9,0.0,10.4,21.4,21.0,2.8,8.3,9.7,1022.4,1019.8,72.0,96.0,42.0
LANZAROTE,2021-01-21,109,362.6164865350551,694.4266166919108,933,123,13.183279742765274,11.244835638584515,20,5,30,115,12,2,0,1,17.9,0.0,14.3,21.5,35.0,1.9,6.1,5.9,1024.3,1021.3,77.0,91.0,66.0
LA PALMA,2021-01-21,0,3.594622444822546,25.162357113757817,119,0,0.0,3.432494279176201,22,0,0,150,0,6,0,0,18.9,0.0,15.9,21.9,1.0,2.5,10.3,7.6,1021.9,1018.7,81.0,87.0,69.0
FUERTEVENTURA,2021-01-21,8,101.05903183777102,206.2940567266896,518,9,1.737451737451738,6.426735218508997,16,1,4,78,0,2,0,0,19.2,0.0,16.4,21.9,99.0,4.4,8.3,5.8,1023.1,1020.1,77.0,83.0,71.0
LA GOMERA,2021-01-21,0,0.0,36.903773410831256,45,1,2.222222222222222,2.364864864864865,1,0,0,15,0,0,0,0,17.6,0.0,14.9,20.3,20.0,2.5,6.7,9.3,1001.0,997.4,81.0,91.0,72.0
EL HIERRO,2021-01-21,6,134.56535390688077,233.24661343859336,64,9,14.0625,10.034602076124568,0,0,2,6,0,0,0,0,20.0,0.05,18.5,21.5,36.0,4.7,8.9,8.1,1023.5,1020.2,73.0,86.0,68.0
TENERIFE,2021-01-21,67,39.73706768439507,97.45811993056245,1981,103,5.199394245330641,4.745351657235247,244,6,87,1682,21,66,0,15,19.2,0.0,15.3,23.0,34.0,1.9,7.8,10.0,1022.1,1019.2,72.0,85.0,61.0
GRAN CANARIA,2021-01-21,139,110.4590068507962,205.60570693179943,2688,169,6.287202380952381,7.428125406530506,234,16,114,1576,26,70,0,23,18.8,0.1,15.7,21.9,3.0,6.7,13.3,7.5,1021.3,1018.3,71.0,87.0,62.0
LA PALMA,2021-01-22,0,3.594622444822546,22.765942150542788,102,0,0.0,3.003337041156841,17,0,0,149,0,6,0,0,19.4,1.4,17.4,21.3,99.0,4.2,8.3,2.6,1022.7,1020.4,77.0,94.0,70.0
FUERTEVENTURA,2021-01-22,15,89.36625129455784,200.447666455083,381,20,5.249343832020998,5.475097138820205,15,0,2,77,1,4,0,0,18.7,0.0,16.5,20.9,2.0,5.3,10.3,1.3,1023.9,1020.8,84.0,92.0,79.0
LA GOMERA,2021-01-22,0,0.0,36.903773410831256,30,0,0.0,3.389830508474576,4,0,0,18,0,0,0,0,18.8,0.0,16.3,21.2,23.0,3.3,8.9,8.4,1001.0,998.9,78.0,91.0,70.0
GRAN CANARIA,2021-01-22,118,107.41992306442506,213.08652855978988,3108,147,4.72972972972973,7.017763322491869,205,5,98,1540,27,65,0,14,19.5,0.05,17.3,21.7,99.0,8.6,13.9,8.1,1021.9,1019.4,79.0,96.0,66.0
LANZAROTE,2021-01-22,85,361.9746874438426,725.2329730701101,869,99,11.39240506329114,11.116937598321972,28,11,37,102,11,2,0,2,18.8,0.0,15.4,22.3,1.0,4.7,11.4,5.9,1025.3,1022.0,83.0,97.0,69.0
TENERIFE,2021-01-22,82,38.66018238129493,94.98128373343212,2051,126,6.143344709897611,4.691865242399342,227,14,81,1611,21,56,0,10,20.2,0.05,16.6,23.7,6.0,2.8,8.6,9.8,1022.7,1020.4,71.0,91.0,57.0
EL HIERRO,2021-01-22,4,188.39149546963307,278.1017314075536,107,5,4.672897196261682,13.10344827586207,0,0,0,6,0,0,0,0,19.7,0.0,18.5,20.9,99.0,3.9,9.7,0.6,1024.0,1021.6,79.0,89.0,72.0
TENERIFE,2021-01-23,64,40.27551033594514,93.90439843033198,1509,82,5.434062292909212,4.886848146933421,96,4,82,1527,22,51,0,12,19.6,0.0,17.2,21.9,8.0,2.8,8.3,8.3,1022.5,1018.6,76.0,95.0,66.0
GRAN CANARIA,2021-01-23,139,107.88747441617448,209.57989342166937,2497,171,6.848217861433721,6.682096018040473,104,12,100,1517,29,74,0,4,19.2,0.2,16.9,21.5,3.0,7.5,12.8,6.2,1021.2,1017.1,77.0,96.0,62.0
LA PALMA,2021-01-23,0,2.39641496321503,11.982074816075151,99,2,2.02020202020202,2.021403091557669,14,0,0,147,0,5,0,0,18.9,0.0,17.4,20.4,3.0,3.1,7.2,2.5,1022.2,1018.0,81.0,94.0,73.0
FUERTEVENTURA,2021-01-23,10,89.36625129455784,188.75488591186985,296,12,4.054054054054054,5.614448370632116,9,1,2,76,1,4,0,0,19.0,0.0,17.2,20.8,4.0,5.8,11.4,5.1,1023.1,1018.9,76.0,92.0,66.0
LA GOMERA,2021-01-23,0,0.0,23.064858381769536,19,0,0.0,3.191489361702128,0,0,0,17,0,0,0,0,17.6,0.0,15.6,19.6,21.0,2.5,9.2,2.4,1000.7,996.3,81.0,88.0,75.0
EL HIERRO,2021-01-23,2,206.3335426572172,296.0437785951377,33,2,6.060606060606061,10.78167115902965,0,0,0,7,0,0,0,0,19.6,0.3,18.1,21.0,5.0,3.1,9.7,1.5,1023.1,1019.2,80.0,95.0,71.0
LANZAROTE,2021-01-23,78,370.95987472081737,763.7409185428594,708,95,13.418079096045195,11.563546624361008,23,5,36,109,13,2,0,2,18.4,1.0,14.5,22.4,3.0,5.3,11.4,9.3,1024.4,1019.8,74.0,95.0,59.0
EL HIERRO,2021-01-24,0,188.39149546963307,313.9858257827218,4,0,0.0,9.859154929577464,1,0,2,8,0,0,0,0,18.8,0.0,16.4,21.2,99.0,3.1,8.3,8.3,1020.3,1017.3,80.0,87.0,72.0
LA GOMERA,2021-01-24,0,0.0,0.0,10,0,0.0,3.296703296703297,1,0,0,18,0,0,0,0,17.8,0.0,15.4,20.2,23.0,1.4,5.3,8.6,998.1,994.7,84.0,90.0,78.0
TENERIFE,2021-01-24,24,43.50616624524555,92.93520165754184,988,37,3.744939271255061,5.012832852101379,119,10,88,1582,22,55,0,12,19.0,0.0,16.2,21.8,6.0,1.9,5.0,8.8,1020.0,1016.7,72.0,88.0,53.0
LA PALMA,2021-01-24,0,2.39641496321503,7.189244889645091,41,0,0.0,2.448453608247423,5,0,0,147,0,6,0,0,18.8,0.0,16.0,21.5,3.0,3.6,7.2,6.2,1019.2,1015.9,78.0,86.0,70.0
GRAN CANARIA,2021-01-24,126,106.36793252298892,213.08652855978988,1849,165,8.923742563547863,6.482020249039916,100,8,99,1523,33,70,0,4,18.6,0.0,15.7,21.5,99.0,5.6,9.2,7.8,1018.7,1015.5,80.0,90.0,61.0
FUERTEVENTURA,2021-01-24,1,84.35505963318077,172.0509137072796,261,9,3.448275862068965,5.375925204518894,11,2,4,79,1,4,0,0,18.3,0.0,15.4,21.2,99.0,4.4,8.3,7.1,1020.4,1017.4,77.0,87.0,71.0
LANZAROTE,2021-01-24,73,387.0048520011296,774.0097040022591,716,85,11.871508379888269,11.934084995663486,30,14,48,108,13,3,0,2,19.6,0.0,15.0,24.3,4.0,4.7,11.4,9.3,1021.5,1018.2,67.0,91.0,45.0
LA PALMA,2021-01-25,0,2.39641496321503,5.991037408037576,120,3,2.5,2.185089974293059,14,0,0,150,0,5,0,0,18.0,0.0,15.5,20.5,2.0,3.1,7.8,0.7,1020.3,1016.8,76.0,87.0,67.0
TENERIFE,2021-01-25,68,42.64465800276544,88.73534897545132,1936,103,5.320247933884297,4.808224594701463,271,9,85,1665,21,68,0,11,19.0,0.0,16.0,22.0,10.0,3.6,8.6,9.9,1021.0,1017.2,69.0,75.0,60.0
EL HIERRO,2021-01-25,1,188.39149546963307,260.1596842199695,13,5,38.46153846153846,9.803921568627452,1,1,3,8,0,0,0,0,19.1,0.0,17.1,21.1,4.0,4.4,10.8,6.9,1021.3,1018.0,79.0,86.0,72.0
LANZAROTE,2021-01-25,47,401.1244320078043,786.2038867352964,652,53,8.128834355828221,12.51089039902422,17,7,49,102,14,4,0,2,19.0,0.0,15.0,23.0,99.0,6.9,12.5,9.2,1022.4,1019.0,74.0,95.0,58.0
GRAN CANARIA,2021-01-25,100,111.62788523016968,215.6580609944116,2496,132,5.288461538461538,6.684748827484884,221,15,105,1579,36,70,0,18,18.8,0.0,16.1,21.5,2.0,8.6,13.3,10.1,1019.5,1015.9,73.0,89.0,62.0
FUERTEVENTURA,2021-01-25,9,77.67347075134467,167.03972204590252,199,16,8.040201005025125,5.116796440489432,17,3,7,81,1,3,0,0,18.4,0.0,15.1,21.8,3.0,6.1,11.4,8.3,1021.3,1017.8,76.0,83.0,68.0
LA GOMERA,2021-01-25,0,0.0,0.0,16,0,0.0,3.174603174603174,2,0,0,20,0,0,0,0,18.2,0.0,15.6,20.9,22.0,2.8,5.6,9.7,998.8,995.2,82.0,93.0,75.0
GRAN CANARIA,2021-01-26,154,108.47191360586122,215.8918366702863,2552,189,7.405956112852665,6.34186622625929,231,7,101,1584,36,71,0,24,19.4,0.0,17.3,21.5,99.0,9.7,15.3,8.3,1020.0,1016.8,67.0,80.0,58.0
EL HIERRO,2021-01-26,1,188.39149546963307,269.13070781376155,116,3,2.586206896551724,12.17948717948718,1,0,3,9,0,0,0,0,19.2,0.0,18.2,20.3,2.0,7.2,11.7,6.0,1022.0,1019.4,76.0,81.0,70.0
LANZAROTE,2021-01-26,90,356.84029471414266,760.531923086797,970,105,10.824742268041238,11.409754360982555,34,8,52,107,14,2,0,0,19.8,0.0,15.9,23.6,99.0,8.3,14.4,8.1,1022.6,1019.1,72.0,87.0,56.0
FUERTEVENTURA,2021-01-26,11,70.99188186950857,167.87492065613202,309,18,5.825242718446602,5.058957778623051,18,0,6,84,1,1,0,0,19.6,0.0,17.8,21.5,3.0,8.1,13.9,7.2,1021.4,1018.4,76.0,84.0,68.0
TENERIFE,2021-01-26,73,45.12149419989576,90.24298839979151,2277,114,5.006587615283268,4.864446165762974,243,12,85,1669,20,66,0,14,18.7,0.0,15.4,22.0,10.0,3.9,9.4,6.2,1021.9,1018.7,71.0,80.0,61.0
LA GOMERA,2021-01-26,0,0.0,0.0,97,24,24.742268041237114,1.234567901234568,1,0,0,21,0,0,0,0,17.5,0.0,14.7,20.3,26.0,3.3,7.2,8.6,998.8,996.4,78.0,88.0,70.0
LA PALMA,2021-01-26,0,2.39641496321503,4.792829926430061,126,0,0.0,1.697127937336815,14,0,0,155,0,4,0,0,18.8,0.0,16.9,20.6,2.0,4.4,9.2,0.1,1021.5,1018.7,70.0,75.0,64.0
TENERIFE,2021-01-27,38,46.95219921516599,90.1352998694815,2380,62,2.605042016806723,5.039993787372835,231,9,83,1668,19,68,0,13,18.8,0.0,15.9,21.8,26.0,2.8,5.6,8.3,1019.7,1016.2,79.0,91.0,71.0
FUERTEVENTURA,2021-01-27,12,65.98069020813149,160.3581331640664,546,22,4.029304029304029,4.866562009419153,15,3,9,81,0,0,0,0,18.0,0.0,15.7,20.3,3.0,3.9,10.8,7.4,1020.3,1017.2,84.0,89.0,54.0
LA PALMA,2021-01-27,1,1.198207481607515,4.792829926430061,85,1,1.176470588235294,1.085481682496608,24,0,0,161,0,5,0,0,19.0,0.0,16.6,21.5,28.0,3.9,7.8,4.7,1019.5,1016.0,75.0,85.0,68.0
GRAN CANARIA,2021-01-27,154,110.22523117492148,217.0607150496598,2443,197,8.063855914858781,6.481069042316259,238,10,96,1585,36,75,0,21,19.4,0.0,16.6,22.1,10.0,5.3,11.4,10.1,1018.1,1015.0,78.0,93.0,66.0
LA GOMERA,2021-01-27,0,0.0,0.0,20,0,0.0,10.78838174273859,5,0,0,24,0,0,0,0,18.0,0.0,14.6,21.5,21.0,1.9,5.3,9.8,997.3,994.4,71.0,87.0,38.0
LANZAROTE,2021-01-27,122,358.12389289656767,739.3525530767848,1011,131,12.957467853610288,11.303890641430074,31,4,48,102,14,2,0,1,17.4,0.0,12.5,22.3,3.0,2.8,9.2,9.9,1021.2,1018.3,81.0,97.0,52.0
EL HIERRO,2021-01-27,6,125.59433031308872,260.1596842199695,51,6,11.764705882352942,8.080808080808081,2,0,3,11,0,0,0,0,19.8,0.0,18.2,21.3,3.0,5.8,13.3,9.3,1020.2,1017.3,77.0,84.0,72.0
LANZAROTE,2021-01-28,69,387.6466510923421,750.2631376273971,778,76,9.768637532133676,11.793821471240824,26,6,43,103,17,2,0,1,19.6,0.0,13.3,25.9,99.0,2.5,6.1,9.9,1020.9,1018.3,59.0,88.0,25.0
FUERTEVENTURA,2021-01-28,18,55.12310827514783,156.18214011291886,277,22,7.942238267148015,4.223107569721115,17,3,11,76,0,1,0,0,18.6,0.0,15.0,22.3,28.0,2.5,6.7,10.1,1019.7,1017.2,67.0,88.0,40.0
TENERIFE,2021-01-28,53,44.79842860896572,84.5354962933608,1731,73,4.217215482380127,4.778235025148605,253,9,82,1689,17,66,0,12,20.0,0.0,15.2,24.8,28.0,2.5,4.7,10.2,1018.8,1016.4,64.0,91.0,40.0
LA PALMA,2021-01-28,2,1.198207481607515,4.792829926430061,90,2,2.222222222222222,0.867052023121387,22,0,0,151,0,6,0,0,18.2,0.0,15.8,20.7,29.0,2.8,5.8,8.6,1018.5,1015.7,82.0,89.0,74.0
LA GOMERA,2021-01-28,0,0.0,0.0,22,0,0.0,10.548523206751057,0,0,0,22,0,0,0,0,21.2,0.0,16.0,26.4,25.0,1.9,5.3,9.4,997.4,994.0,49.0,81.0,22.0
EL HIERRO,2021-01-28,4,179.42047187584103,313.9858257827218,59,6,10.169491525423728,7.731958762886598,0,0,3,9,0,0,0,0,18.6,0.0,16.4,20.9,34.0,2.8,9.2,9.1,1019.7,1016.8,85.0,88.0,69.0
GRAN CANARIA,2021-01-28,196,108.70568928173591,219.1646961325321,2958,244,8.248816768086545,6.635286111268644,237,18,101,1612,38,72,0,17,19.3,0.0,13.8,24.8,99.0,2.8,7.8,10.3,1017.7,1015.1,57.0,91.0,26.0
FUERTEVENTURA,2021-01-29,2,63.47509437744296,152.8413456720008,449,13,2.89532293986637,5.244601145879242,17,4,14,76,0,0,0,0,17.4,0.0,13.0,21.7,1.0,2.2,6.7,10.0,1021.8,1019.1,85.0,96.0,65.0
TENERIFE,2021-01-29,68,43.29078918462552,81.95097156592045,1946,100,5.138746145940391,4.63797389683033,193,3,72,1589,19,64,0,14,19.2,0.0,15.4,23.1,20.0,1.4,5.0,10.2,1021.1,1017.8,76.0,94.0,56.0
LA GOMERA,2021-01-29,0,0.0,0.0,32,1,3.125,11.214953271028037,2,0,0,22,0,0,0,0,22.5,0.0,18.6,26.4,25.0,0.3,7.8,9.9,999.3,995.8,40.0,88.0,17.0
LANZAROTE,2021-01-29,81,361.9746874438426,723.9493748876852,893,91,10.19036954087346,11.290322580645162,24,6,35,86,18,2,0,1,17.2,0.0,11.1,23.3,99.0,2.8,6.1,9.8,1022.9,1020.1,79.0,96.0,58.0
LA PALMA,2021-01-29,0,3.594622444822546,7.189244889645091,132,2,1.515151515151515,1.206636500754148,18,0,0,151,0,4,0,0,18.4,0.0,15.7,21.0,2.0,2.8,11.7,7.6,1021.4,1017.3,86.0,94.0,76.0
EL HIERRO,2021-01-29,5,161.47842468825692,349.86992015789,108,5,4.62962962962963,7.049608355091384,0,0,3,9,0,0,0,0,21.5,0.0,17.2,25.8,33.0,3.9,10.8,8.3,1022.2,1018.5,74.0,92.0,26.0
GRAN CANARIA,2021-01-29,164,115.36829604416492,222.78821910859,2610,196,7.509578544061303,6.954141763950176,203,16,103,1562,38,64,0,5,20.1,0.0,16.0,24.2,99.0,3.9,8.3,10.2,1019.8,1016.5,71.0,92.0,34.0
LANZAROTE,2021-01-30,67,359.4074910789926,730.36736579981,590,67,11.35593220338983,11.103351955307264,18,5,41,93,17,3,0,0,17.8,0.0,13.0,22.6,5.0,6.4,13.3,9.4,1024.1,1021.5,76.0,96.0,57.0
GRAN CANARIA,2021-01-30,144,120.74513658928302,228.6326110054575,2057,156,7.583859990277102,7.434645216891698,103,7,105,1521,38,63,0,3,18.6,0.1,15.6,21.6,99.0,9.7,16.9,9.3,1020.9,1018.2,73.0,91.0,62.0
LA GOMERA,2021-01-30,0,0.0,0.0,26,0,0.0,11.574074074074074,3,0,0,24,0,0,0,0,19.8,0.0,16.1,23.4,23.0,1.7,9.2,9.7,999.7,997.3,74.0,90.0,19.0
EL HIERRO,2021-01-30,0,170.449448282049,376.7829909392661,4,0,0.0,7.03125,2,0,1,11,0,0,0,0,19.6,0.0,17.5,21.6,99.0,5.8,11.7,6.4,1023.5,1019.9,79.0,89.0,70.0
TENERIFE,2021-01-30,29,41.78314976028533,82.05866009623047,1595,53,3.322884012539185,4.472468081773322,88,4,72,1525,20,55,0,15,19.1,0.0,15.8,22.4,31.0,2.5,10.6,10.2,1022.0,1019.5,68.0,86.0,54.0
LA PALMA,2021-01-30,0,3.594622444822546,5.991037408037576,113,0,0.0,1.443001443001443,11,0,0,155,0,4,0,0,18.2,0.0,15.6,20.9,1.0,5.0,10.8,4.7,1022.6,1019.5,75.0,89.0,66.0
FUERTEVENTURA,2021-01-30,8,52.617512444459294,141.98376373901715,470,11,2.340425531914894,4.792468977321352,8,1,13,70,1,1,0,0,18.6,0.0,16.5,20.8,99.0,6.1,12.8,7.8,1022.9,1020.4,77.0,92.0,68.0
LA PALMA,2021-01-31,0,3.594622444822546,5.991037408037576,42,1,2.380952380952381,1.131541725601132,6,0,0,151,0,4,0,0,19.0,0.2,16.5,21.4,2.0,5.8,10.3,7.9,1022.4,1018.6,78.0,93.0,65.0
FUERTEVENTURA,2021-01-31,3,50.94711522400026,135.30217485718103,92,4,4.347826086956522,4.420549581839905,10,3,16,71,1,1,0,0,20.1,0.0,16.5,23.7,3.0,6.1,14.4,9.6,1022.1,1017.2,67.0,93.0,50.0
GRAN CANARIA,2021-01-31,99,121.32957577896975,227.6975083019587,1812,117,6.456953642384106,7.539050987326849,112,15,114,1531,40,63,0,9,19.8,0.05,16.4,23.2,2.0,11.4,18.6,9.8,1020.3,1015.7,72.0,94.0,42.0
LA GOMERA,2021-01-31,0,0.0,0.0,7,0,0.0,11.210762331838565,1,0,0,25,0,0,0,0,18.6,0.0,15.9,21.4,26.0,3.3,8.3,9.6,999.6,995.1,81.0,91.0,72.0
LANZAROTE,2021-01-31,34,352.34770107565527,739.3525530767848,485,39,8.041237113402062,10.837789661319071,14,1,40,97,18,3,0,0,19.4,0.0,15.9,22.9,35.0,9.7,20.0,9.9,1023.1,1017.8,70.0,90.0,53.0
EL HIERRO,2021-01-31,0,152.50740109446488,340.898896564098,7,0,0.0,7.042253521126761,2,2,3,11,0,0,0,0,19.4,0.0,18.2,20.6,1.0,6.4,12.8,7.1,1022.8,1019.1,81.0,88.0,72.0
TENERIFE,2021-01-31,20,38.01405119943485,81.5202174446804,857,43,5.017502917152859,4.21691433906481,125,9,80,1596,22,54,0,19,21.3,0.0,17.0,25.6,5.0,1.9,7.5,10.0,1022.0,1017.2,55.0,88.0,35.0
EL HIERRO,2021-02-01,6,152.50740109446488,340.898896564098,20,8,40.0,6.983240223463687,1,0,1,12,0,0,0,0,19.8,0.0,18.5,21.1,5.0,6.1,13.9,7.0,1020.4,1016.2,80.0,85.0,75.0
LANZAROTE,2021-02-01,35,327.3175365183683,728.4419685261726,696,39,5.603448275862069,10.448038668897563,22,2,35,100,19,2,0,0,21.0,0.0,16.1,25.9,2.0,8.3,15.3,9.9,1019.5,1016.8,69.0,92.0,40.0
