fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,isla
2021-03-29,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,0","0,7","14,4",05:30,"21,6",17:00,36,"3,1","9,7",14:40,"7,5","1014,8",22,"1011,1",04,81,92,06:00,64,19:00,Lanzarote
2021-03-30,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,5","0,0","14,6",06:51,"22,4",14:52,99,"2,2","5,8",Varias,"10,4","1014,6",00,"1009,5",18,75,90,Varias,63,15:05,Lanzarote
2021-03-31,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"20,2","0,0","15,1",00:34,"25,2",16:08,23,"6,7","13,3",14:52,"10,8","1012,9",Varias,"1008,5",05,69,90,Varias,45,16:01,Lanzarote
2021-04-01,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,4","0,0","14,4",06:49,"24,4",14:23,99,"3,6","9,7",Varias,"9,3","1018,1",Varias,"1012,3",03,71,88,23:32,55,14:23,Lanzarote
2021-04-02,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,6","0,0","14,8",01:57,"24,4",14:01,99,"5,8","12,8",Varias,"8,8","1017,9",Varias,"1014,2",15,64,89,01:32,47,13:49,Lanzarote
2021-04-03,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,8","0,0","15,5",Varias,"24,0",13:51,99,"6,7","14,4",Varias,"8,9","1016,3",00,"1013,3",17,58,80,01:34,42,13:35,Lanzarote
2021-04-04,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"20,8","0,0","16,8",06:41,"24,7",13:31,05,"4,4","18,1",12:38,"9,6","1015,8",Varias,"1012,4",17,52,70,Varias,38,14:13,Lanzarote
2021-04-05,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,3","0,0","14,6",04:02,"24,0",14:55,35,"5,0","10,3",15:02,"4,3","1015,2",Varias,"1012,6",16,64,84,04:04,48,14:55,Lanzarote
2021-04-06,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,4","0,0","14,1",04:40,"22,8",11:52,34,"5,3","10,8",16:21,"7,1","1014,7",00,"1011,7",16,64,83,Varias,47,12:33,Lanzarote
2021-04-07,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,0","0,0","15,1",00:52,"22,9",10:33,03,"3,9","8,3",10:22,"11,2","1016,5",Varias,"1012,4",04,68,82,01:53,51,10:34,Lanzarote
2021-04-08,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,1","0,0","13,8",06:36,"22,4",Varias,99,"2,5","7,2",Varias,"8,8","1017,2",Varias,"1014,4",16,77,91,Varias,63,14:53,Lanzarote
